step,q1,q2,cv,q3,ch,mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,learned_q1_offset_x,learned_q1_offset_y,learned_q2_offset_x,learned_q2_offset_y,learned_q3_offset_x,learned_q3_offset_y
0,10.0,-10.0,0.0,10.0,0.0,0.0004945131950080395,0.00018369090685155243,0.0011637989664450288,0.00040433855610899627,0.00022622427786700428,0.44948629999998957,0.0,0.0,0.0004945131950080395,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
1,-0.23973833748583454,-28.989031622960315,-0.0001421069617334499,-0.0053323398361579365,-0.00011011036271826401,0.0006162398494780064,0.0004332811222411692,0.0011145310709252954,0.000646986358333379,0.00027016084641218185,0.01041649999388028,0.0,0.0,0.0004945131950080395,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
2,0.0003436776943673347,-4.837319053023687,7.793866107518954e-05,0.0008535183704123628,2.838336221988291e-05,0.0001799773017410189,8.961243293015286e-05,0.00029586601885966957,0.0002275922306580469,0.00010683853906812146,0.004928800000925548,0.0,0.0,0.0001799773017410189,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
3,7.415694392795755e-05,-6.012548992491074,-1.9275628878879623e-05,0.0005900521848768498,-1.8917823343887486e-05,0.00017302509513683617,8.702952618477866e-05,0.00025416884454898536,0.00023964901629369706,0.00011125302262371406,0.005254800009424798,0.0,0.0,0.00017302509513683617,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
4,0.00014363826959878806,-3.522520290986009,-4.040974934107064e-05,0.00034071843622129216,4.2867216052416776e-05,0.0001288503553951159,7.532590825576335e-05,0.00012068403884768486,0.00021633689175359905,0.00010305457544745877,0.005106900003738701,0.0,0.0,0.0001288503553951159,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
5,0.0006692749056633386,-10.649889691779514,-7.541245746657352e-06,0.001116203223639361,6.4251412425057625e-06,0.00027062094886787236,0.0001732670934870839,0.00047220056876540184,0.00030128174694254994,0.0001357343717245385,0.00417219998780638,0.0,0.0,0.0001288503553951159,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
6,1.6295192303603484e-05,-0.32069882451441273,5.0444752222111945e-05,2.8004668165297743e-05,-8.424782350762029e-05,9.863534796750173e-05,-3.198804915882647e-05,6.208433478605002e-05,0.00020060142560396343,9.98675895971246e-05,0.010295300002326258,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
7,8.01983973088505e-05,-0.38922970962061226,-0.0002646288398830807,0.0004082279947357401,-0.0003388519413077605,0.0001720030850265175,-0.0001454922603443265,-0.00024193301214836538,0.0002007476141443476,9.983938798541203e-05,0.005034900008467957,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
8,0.0028436256609558654,-27.608838077107258,-0.0024280946009126187,-0.0029561189068192757,0.0030688331123114136,0.0009721172391436994,0.0018392442725598812,-0.001172338379547,0.0006168928812257946,0.00025999342324212193,0.004095700001926161,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
9,0.0006979827836320507,-11.96961514127347,0.00014609207014804014,0.0018620200834078382,0.00014611379838404867,0.0003509229572955519,0.00025772518711164594,0.0006799443508498371,0.00032188318436965346,0.00014413901953957975,0.005283199992845766,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
10,0.0018372631787228603,-29.999963524642425,-0.0010672132990543306,4.3581515311297304e-05,-0.0011306703073928443,0.0003010235959663987,-8.143688319250941e-06,0.0002504868316464126,0.0006670530419796705,0.0002784107637125999,0.004174000001512468,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
11,-0.0014050183517750447,-21.34659111555767,0.00011489574625833519,-0.0013118149173781098,5.497438215231333e-05,0.000531648809555918,0.0003740645188372582,0.001050001592375338,0.0004906318499706686,0.00021189723338466138,0.0044686000037472695,0.0,0.0,9.863534796750173e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
12,9.593010560487913e-05,-1.993386270936919,-9.081383076453723e-05,0.0001905016524091869,8.584993234782938e-05,9.479763684794307e-05,7.063914381433278e-05,1.5341338439611718e-06,0.00020661577582359314,0.00010040152119472623,0.005391900005633943,0.0,0.0,9.479763684794307e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
13,0.0178584246618092,-29.99971922720231,-0.0009390540117064002,-0.0059511426666719845,-0.0003523361027634684,0.0004156403592787683,0.00034215609775856137,0.0003749773313757032,0.0006669980939477682,0.0002784300013445318,0.005135200000950135,0.0,0.0,9.479763684794307e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
14,0.0007648917150735148,-12.489098246900902,-0.00025210496708894886,0.0013346686815656527,1.4457847712432357e-05,0.00024980687885545194,0.00020701730682048947,0.0003143666544929147,0.0003302771074231714,0.000147566432133317,0.004298300002119504,0.0,0.0,9.479763684794307e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
15,-6.035350927822392e-05,2.759392271845258,1.835908258283509e-05,0.0002790220373858932,-1.997300505099083e-05,0.00011797908518929034,-5.054003122495487e-05,-0.00011294941214146093,0.0002028789749601856,0.00010554793698247522,0.005921000003581867,0.0,0.0,9.479763684794307e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
16,0.0005755052760518161,-10.08604377013095,6.215546801801374e-05,0.0010348153798827911,-6.895995428476278e-05,0.0002676420845091343,0.00013015716103836894,0.0005152894300408661,0.0002928253379650414,0.00013229635078459978,0.007980599999427795,0.0,0.0,9.479763684794307e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
17,5.756155785451371e-05,-1.4765036460347796,-0.00010406675318898062,-0.0001684381092339054,-2.097923536810912e-05,8.846074342727661e-05,1.4481139260169584e-05,-3.517396544339135e-05,0.00020422349916771054,9.996439621318132e-05,0.0049273000040557235,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
18,0.0004429402344775422,-8.506562328397996,8.538736164366604e-05,0.0010005363164421403,-7.839471282548884e-05,0.00024047210172284395,0.00010030750127043575,0.0004679185221903026,0.0002704063954297453,0.00012325600255280733,0.005081499999505468,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
19,0.001994345451332485,-21.59519897233246,0.000557249878643282,0.0021960664597032572,0.0004629965924278182,0.0006907627684995532,0.000561922206543386,0.001491869450546801,0.0004954577889293432,0.00021380165708251297,0.005166100003407337,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
20,-0.00011577502898917638,-0.002201780441788331,-0.00011885919676710209,-0.00023824840253136557,-0.0017327714617139352,0.00029915483901277184,-0.0007787683862261474,-0.00011776097380788997,0.0002000330132432282,0.00010005696822190657,0.005184699999517761,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
21,-9.556016480508371e-05,-10.442473113643732,0.0001514978016312313,-0.0003980624497947356,-0.00011676467909049794,0.0002912782656494528,0.00011444622941780835,0.0006180607015267015,0.0002981502912007272,0.00013445588410831988,0.004250599988154136,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
22,-0.0001668363787683111,3.2480370319520735,0.000480609884358469,-0.000148309223999377,-0.000525510510082507,0.0002280550543218851,-0.0002855033380910754,0.00031473286799155176,0.00020478310761973262,0.0001072009326890111,0.004244299998390488,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
23,-0.00022304152363135615,-26.238997903712562,-8.602205896850637e-05,0.0019167968597645657,-0.0002273342105074633,0.0005564198945648968,0.0003318374219816178,0.0010558065259829164,0.0005885957507416606,0.00024943985044956207,0.01011869999638293,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
24,-0.00013755199606864217,-3.09215953082714,0.00020816485727904652,-0.00041951372078008947,0.0006875796714823691,0.0002543392183724791,0.00035866114194504917,0.00034336972748860717,0.00021321780513972044,0.00010210816981270909,0.004177999988314696,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
25,-0.0009343891890722764,1.2635403179323503,0.000723194926097084,-0.00010641948320847655,8.978074633958525e-06,0.00024004986335057765,-1.4546521924785338e-05,0.0006442985031753778,0.00019962340593338013,0.00010173106420552358,0.00522790000832174,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
26,-1.760413758890013e-05,-10.668833495096083,0.00015962879990716807,0.0012907950958865148,0.00019068106914953435,0.00033248349791392684,0.00025649191229604185,0.0006360202678479254,0.0003015708061866462,0.00013585103442892432,0.004648100002668798,0.0,0.0,8.846074342727661e-05,0.0004487533946629127,0.00011697056615521829,0.00038803246579362347,0.00021559605678575966,0.0005000000237487257,-0.0005000000237487257
