step,q1,q2,cv,q3,ch,mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae,learned_q1_offset_x,learned_q1_offset_y,learned_q2_offset_x,learned_q2_offset_y,learned_q3_offset_x,learned_q3_offset_y
14,7.686731460031452e-05,-5.102123296649393,2.387585275638871e-05,9.74884625233926e-05,-2.343594967611319e-05,0.00016588063036131884,7.049481895706284e-05,0.000255120059827175,0.0002301552972430885,0.00010775234541794901,0.007000099998549558,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
15,0.0001270644596023041,-7.1213799664659225,-2.862222182760776e-05,0.0001150395442654626,2.898444797526422e-05,0.0001974804135289454,0.00012632711184026166,0.0002948680784679897,0.00025253439708219233,0.00011619206672533788,0.0068045000080019236,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
16,3.9115452170480394e-05,-2.8659347068845964,-9.380569401284738e-05,4.431227329310971e-05,9.471625480672291e-05,0.0001100762120394968,8.831713486370488e-05,3.8620388847798436e-05,0.00021169454026786943,0.00010167278417861443,0.006744099999195896,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
17,-4.108223146221449e-05,-2.30810102072544,0.0009404021057312464,6.396971524960567e-05,0.0009495833571157933,0.00044868664056670337,0.0004642491317177586,0.0010214137500245497,0.0002083000201312604,0.00010078366039324469,0.007308600004762411,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
18,2.887062948109103e-05,-2.001233972614954,2.9728114214985506e-05,3.555636233970698e-05,-5.737341558384631e-05,0.0001081986501850576,6.310376930887892e-06,0.00011941835705557972,0.00020665605716208599,0.00010040980959167681,0.008028700001887046,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
19,-7.2612588521538064e-06,-0.7424363010562778,0.00031004460994190714,9.626757888078797e-05,-0.0009744444150488748,0.0002655333591395855,-0.00042601968003137076,0.0003347113102332856,0.00020164174574794917,9.97607005457365e-05,0.007033399990177713,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
20,2.5293577960759055e-05,-1.7021002071596545,0.0001949099530686411,3.1043970763667044e-05,-0.00010643750667877954,0.00014812510197768978,-2.0448497052851936e-05,0.00026671616824667144,0.00020521005487206246,0.00010012568773917333,0.006705200008582324,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
21,3.9744027634156706e-05,-2.6463350808763053,3.680434075860744e-05,8.010925147763599e-05,4.015408380604682e-05,0.0001319535610128386,6.031375074464957e-05,0.00015591302454948415,0.00021029649383955855,0.00010129097491766209,0.006564300012541935,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
22,5.7442624023401904e-05,-3.503398858815571,-1.2571936343944072e-05,6.804385021706227e-05,-1.2325665721168116e-05,0.00012908332285247893,5.018580199043269e-05,0.00014694574553669994,0.00021619264958786614,0.00010300909429491696,0.015387499995995313,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
23,-7.24930536658175e-05,5.887449056262395,-0.00026833295038195595,5.4446480433083304e-05,-0.00030153312865181575,0.0002764958258847771,-0.00022473751489665887,-0.0005406590523962318,0.0002214006564818266,0.0001191860797643911,0.00680199998896569,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
24,-2.173645331538993e-05,-0.7084891824307552,1.0866222332618117e-05,-5.7729863096805366e-05,1.0679063542045612e-05,8.987628389709049e-05,1.675638906226091e-05,4.1439430482477574e-05,0.00020154620760799908,9.97631084356244e-05,0.008582499998738058,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
25,4.375143398906073e-05,-2.9739027962640274,-9.634927078738468e-05,7.965463134562515e-05,0.0001733188297370614,0.00012018810156410822,0.00012538641594161528,4.1079810003457636e-05,0.0002124106921614744,0.00010187548814988564,0.008949099996243604,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
26,2.5893184311064994e-05,-1.7228117007888595,4.9941218681040346e-05,3.221838861095597e-05,-5.057130443353727e-05,0.0001091969025276874,5.015119755578096e-06,0.00012632456896222063,0.00020530513936311125,0.00010014278202983961,0.015420499999891035,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
27,2.2017425016033865e-05,-1.6324447651936427,0.0004076063185457609,3.4718320551991596e-05,0.0004093959899898699,0.00024661104301970964,0.00021058779517688358,0.00047088955312271,0.00020489579249947316,0.00010007103127977173,0.006847900003776886,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
28,-2.5777034214972493e-05,1.7795273943659826,0.00021747973814928556,-4.1203093854072495e-05,-0.00021908776763467552,0.000138849419550368,-0.00012511772190552795,0.00012715438891072284,0.000200296351335777,0.00010282921604944425,0.006638700011535548,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
29,-0.00023488391473403377,16.81309583873396,-2.4340952409534756e-05,-0.0011718495281506083,2.0973446195244436e-05,0.0004090495073502792,-0.0002398597669675341,-0.0008378963308596168,0.00035584961488216465,0.00020259231669180136,0.009184700000332668,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
30,-5.761049701262543e-05,-9.587788885051193,1.146199550872835e-05,0.00012269973810757792,-1.1309013894916521e-05,0.0002516701277120147,0.00014800014546123796,0.0004437913727907793,0.00028554523745970484,0.00012934375513633668,0.007035700007691048,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
31,-5.045913421727149e-05,-6.130203391586169,-0.00013927497209517665,-4.165184323851942e-05,-3.340458243090484e-05,0.00014438264146886005,8.238566816047113e-05,0.00014245057505962478,0.00024095146745944598,0.00011174285519589832,0.010612999991280958,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
32,0.012534835942380515,-30.0,0.0022002498945110174,-0.005227763441794868,-0.003087052856720769,0.0013173628287615094,-0.0008884663396290839,0.003435535722503032,0.0006670267165959887,0.0002784225363179334,0.008293199993204325,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
33,-5.8307568343040744e-05,8.610773514179575,6.348063730048216e-05,-0.0001411938345558981,5.467220741638567e-05,0.00020917241028073653,-0.00010520536343137028,-0.000347960963842048,0.00024756761029630256,0.00013595570355322525,0.006747000006726012,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
34,-0.0018677597858735451,-8.317714898738561,-1.833767848192307e-05,-0.0004274169559924418,-0.00020178680035082557,0.00019752804176103862,4.1727989341422604e-05,0.00035827513179477184,0.0002678713632974224,0.00012223768261053765,0.006805900004110299,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
35,-2.172516150161211e-05,1.9081344972122307,-8.069149029094715e-05,-3.315442827360855e-05,-0.00013422071848662954,0.0001405410840637649,-8.890388281613608e-05,-0.0001695822110981277,0.00020053903290443123,0.00010313920943636459,0.008261700000730343,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
36,9.538889554642585e-05,-8.448665792905178,5.238488468809938e-06,9.835594482646146e-05,-4.6624640060631835e-06,0.00022806941552284412,0.00013254901842632845,0.00038716047760743364,0.0002696260881294964,0.00012294207792811791,0.013777599990135059,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
37,5.934078922682135e-05,-4.6953281110201015,5.135150557510786e-05,0.00019555743390038734,0.00013095769195899999,0.0001824058742742552,0.0001335144186773266,0.0002634820558868308,0.0002262594760218744,0.00010636754651098892,0.007976099994266406,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
38,2.2028573326560367e-06,-0.21378520525551,8.916544441903078e-05,-7.864209259268737e-05,-9.173474645138055e-05,0.00010805232982444319,-3.7017993025386205e-05,9.488086796721949e-05,0.00020038973980130733,9.992071850385975e-05,0.008274199994048104,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
39,7.192543095803937e-05,-4.907540823585624,0.0001629461409271124,9.04903067248779e-05,0.00016450066046439125,0.00021730461185904274,0.00015197557565118324,0.0003819032833398099,0.0002282640833076805,0.00010707550513749734,0.006453900001361035,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
40,-0.0008060291169702059,-2.6642786263563725,-0.00019147096047056138,-0.0002162833748998582,0.00019103048566597236,0.00012652191533308685,0.00012848804344116465,-6.587030790002432e-05,0.00021040953496907538,0.00010131977502208303,0.015556700003799051,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
41,1.227816979475529e-06,-0.09827051517138409,-0.00020658175166355565,-1.7157900322842937e-07,-0.00021264022986357907,0.00014805467161246337,-9.321730902893154e-05,-0.00019882683267917494,0.00020018440245185389,9.999014228989323e-05,0.006811800005380064,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
42,0.0003096268717567069,-14.19739926051919,-6.423706895210152e-05,0.0002784635302669395,2.0191198439741534e-05,0.000331906488029966,0.00023782132899253337,0.0005717136225791397,0.00035886442477397085,0.0001592265757742202,0.008565399999497458,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
43,6.959797416262812e-05,-5.832821608631211,-7.988628784090732e-06,0.0001158282867716142,-8.661113771465789e-06,0.00017351273872142793,8.87754100100073e-05,0.0002570616944322534,0.00023769412693721136,0.00011051972350623969,0.015437800000654534,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
44,-0.0012346332625594522,-0.12864296702854403,-0.001971227110192705,-0.0023312257599507192,-0.002019167482116977,0.0007809598437335613,-0.0009057029434286861,-0.00191792707613213,0.00020024129743628335,9.99680579371457e-05,0.01543820000370033,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
45,0.00023981940644269463,-17.359266946201586,0.00010974082822443274,-2.7745037307530193e-05,-0.00011058703335320333,0.0004264669054110141,0.00023180995568696346,0.0008770149953420943,0.00041507413731069355,0.00018196853330430495,0.0066451999882701784,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
46,-8.590063135992791e-05,-4.770518079254577,-0.00016305396922777798,9.048636884742743e-05,-0.00017350905298492411,9.842977132251225e-05,-2.3034513785673576e-06,5.783797730660966e-05,0.00022696308270484585,0.00010661457390002611,0.008358799997949973,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
47,6.305012928161223e-05,0.43207839916256613,-3.826184229696471e-05,5.529819086036834e-07,4.3350130685338734e-05,9.328113716812057e-05,1.3761444072675368e-05,-5.9337972658635795e-05,0.00019955843067341662,0.00010046670126775447,0.008417999997618608,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
48,9.1064514044794e-05,-7.129423322719083,-2.5483584007184107e-05,8.408906748155152e-05,2.7209637420326963e-05,0.00019820185216028828,0.00012565737675905908,0.00029828684474414896,0.00025263287325333057,0.00011623031388461452,0.0068140000075800344,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
49,-1.992765256766336e-05,1.122791206590768,5.372101439082755e-05,-2.992513275039487e-05,-6.3446600466657e-05,8.694710776149572e-05,-4.496720961954551e-05,-1.825645841103629e-06,0.00019952195894081895,0.00010147361664451477,0.015369500004453585,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
50,1.986045775598823e-05,-2.0903701779515176,9.67658248694216e-05,4.542054172266813e-05,-9.111460609826573e-05,0.00012599467800107145,-7.477227942944654e-06,0.0001888746812017386,0.00020711693867486513,0.00010050986418473741,0.007608600004459731,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
51,-8.732208407627166e-05,-0.3554991617545324,0.0002786803888666974,-0.00013340228772797298,-0.00028092115122784546,0.00017667451111264584,-0.00011995187506852559,0.0002862185050623423,0.00020067530729057115,9.985235702914432e-05,0.00684210000326857,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
52,7.44852366303403e-05,-4.626891815862733,-8.22979470785076e-05,8.881400457963143e-05,0.00011106393452190782,0.00014632914018986593,0.00012347637180525265,0.00013006785465757294,0.0002256263707087162,0.00010614596358792199,0.008601100009400398,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
53,0.0008253206992446631,-16.72636961199017,0.000289433669803972,0.00029740649378118354,0.00028780940118500203,0.0005016370600822447,0.0004004488812834401,0.0010252512059620276,0.0004035228220431398,0.00017732533104037132,0.01538270000310149,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
54,0.0002525477940797435,-9.332452174920139,-2.558466375770317e-06,0.00036471231686189116,1.5289249163998369e-06,0.00024455302239246066,0.00014963542172129044,0.0004188264081354568,0.00028188440259300487,0.00012786585712009046,0.008053600002313033,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
55,0.0008605529257887948,-25.017347844416214,0.000168820707762434,0.0004274781186266052,0.00016978016158431902,0.0006368089011840792,0.0004891896394064595,0.0012543498764954442,0.000563665477071831,0.00024003061176258202,0.00828650000039488,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
56,0.0004735863972609929,-13.090934899623141,6.47005195531241e-05,0.00032192524437949194,-6.513937977282036e-05,0.00033058714024413214,0.00018111550613137374,0.0006494379915581101,0.00034018530679071724,0.00015160975649632747,0.006596400009584613,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
57,-8.214380067367938e-06,2.125422980198233,-0.00019012420972836985,2.337981265436756e-05,0.00020901819252934874,0.00016334678482731124,6.221773800539995e-05,-0.00028645801617470357,0.00020101583148925074,0.00010369555363989072,0.006837300010374747,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
58,0.0004553610027110681,-17.116977978005767,-9.10708630936956e-06,0.0002362864531223787,-6.023909056922408e-06,0.0004041098324449223,0.0002747863348800736,0.0007508307683679096,0.00041063554659858753,0.00018018667993311826,0.015349099994637072,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
59,0.016535498912841284,-21.913284607006574,0.001070267459953767,0.0005491756778093789,0.00023247363758296922,0.0007966911173584536,0.00046365313980160585,0.0020052245889032524,0.0005016382278410764,0.0002162485128878798,0.006611199991311878,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
60,-5.7720417449442204e-06,1.2524371626228978,-0.00014486149340406439,-1.7761103599347943e-05,-0.00012147123795016385,0.00014397320277007795,-7.307692331428568e-05,-0.00020149235576858197,0.0001996127140424876,0.00010171081795495656,0.015486799995414913,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
61,4.4473996617040114e-05,-4.482300557223153,3.130051857591713e-05,9.2070332997576e-06,2.9232987328723326e-05,0.00016215547420530903,8.436028387887861e-05,0.00023426260471393564,0.00022431002459375262,0.00010568898363466924,0.006740900003933348,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
62,5.661047009638706e-05,-2.4191552400756535,1.0716177302373786e-05,-3.6606790626767853e-06,7.849531834487183e-06,0.00011803719173020762,4.221016577652331e-05,0.0001200649112680359,0.00020893437605835576,0.00010093931381791552,0.008328999989316799,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
63,2.2255853899024493e-05,-1.8251305211477744,-0.00024091269939540913,2.3653919899107794e-05,-3.4182005198111085e-05,0.00011814030074356295,1.3990437431194743e-05,-0.00015255197902724907,0.00020578592762863728,0.00010023285888717071,0.006669099995633587,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
64,0.00035191590082765895,-5.461622944450101,-0.000309219802304143,0.00018688822636537395,0.0003084416117729108,0.00015544776446342018,0.00022555785516712882,-5.338331967044988e-05,0.00023377927922921916,0.0001090706037868829,0.007118200010154396,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
65,7.87660317716222e-05,-5.331640156119721,-3.21987695099724e-05,0.00014921152936505692,-0.00010299906918331117,0.00014755111032306966,3.8340953419202856e-05,0.00021082956137265062,0.00023245004501323545,0.0001085838814871897,0.006698500001220964,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
66,-0.00019714190075905362,-2.8087041492907594,-0.000676596533268739,0.00014501158919745562,3.255769419854953e-07,0.00022251584869004774,4.494244021615382e-05,-0.0005322289257223245,0.00021132279919514098,0.0001015692296265717,0.006864700000733137,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
67,4.068984303316338e-05,-7.2328807785301,1.2994415316095045e-05,0.00010062100925640289,-1.9908962694267724e-05,0.0002042951915937016,0.00010611450255435387,0.00034043634721218343,0.0002539039379471098,0.00011672597866115939,0.0068608000001404434,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
68,4.883340609525733e-05,-3.474706885183373,-4.51473744147928e-05,9.301054418905293e-05,4.4695476024576126e-05,0.00012704681558245302,7.539304227958885e-05,0.00011387598505272639,0.00021597640706384327,0.00010294182793365358,0.015591499992297031,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
69,8.318916837962398e-05,-2.162635787417882,0.00010813637622246155,0.00014296556123507003,0.00011007611597399039,0.00014889293314548265,8.419140018708563e-05,0.00020328371760825278,0.0002075003630967985,0.00010059625168979365,0.006695599993690848,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
70,6.289965080742998e-05,-5.335918413082452,-4.183431797048116e-05,0.00010796618529110179,4.471727339291226e-05,0.00016190031439836214,0.00010488114668532329,0.0002016268732418034,0.00023249356803932354,0.00010859966962699825,0.010034999999334104,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
71,0.0075935664633328135,-15.048202812266256,0.0024095336167284554,-0.02319008826747302,-0.0010015606662390633,0.0009412402541072499,-0.00020781555058604074,0.003018295876461699,0.0003736483348545069,0.0001652012545267526,0.007254799988004379,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
72,7.937729920370234e-05,0.38344037083717014,-0.00013246821333929461,1.2352058072079907e-06,-3.788507995833504e-05,0.00011774387192180323,-2.204170784885111e-05,-0.00014892740313840577,0.00019959415011210156,0.00010041222658785448,0.00829909999447409,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
73,-6.58830300723492e-05,-0.27073313518870445,7.29331676663954e-05,6.128051900634654e-05,6.851434362711636e-05,0.00010451573505348367,3.59793553854843e-05,8.169261396019921e-05,0.00020049985775835613,9.989111310989501e-05,0.006533899999340065,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
74,0.0011546651825983974,-29.99999814829591,-3.9461836546654916e-06,0.0005442380295405872,-2.4305844088487005e-05,0.0006805990058079923,0.0004897160838530953,0.001287214611072642,0.0006670546851879678,0.00027841064311826365,0.008315099999890663,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
75,0.00020610491939555391,-4.890895833833011,-2.535401403306566e-05,0.000420046317252341,2.8073040518673e-05,0.00015575284663585438,9.03207441353364e-05,0.00019756757941812622,0.00022810386894214833,0.0001070191940478067,0.008114600001135841,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
76,0.0010058304905143861,-29.999999997876966,1.0949813551924182e-05,0.0005836457454085089,-4.5202717299852374e-05,0.000681880195764484,0.00048031219063798575,0.0013017428932413312,0.0006670552699002199,0.00027841042927839895,0.006414000003132969,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
77,4.432947782492103e-05,-0.6505245974456636,0.0001866141640142124,1.6036683988242645e-05,0.00017451450089352605,0.00015021389622235388,8.958117179074081e-05,0.00021011712269584297,0.00020138729747126968,9.97699929315621e-05,0.015422199998283759,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
78,0.00025295419826573684,-12.308521495048431,-4.363458622906276e-05,0.0007053209675689011,4.2475756771286007e-05,0.00030002142049163417,0.00021665451352786557,0.0005097190251808943,0.00032734548055687917,0.0001463666627008976,0.00670430000172928,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
79,-0.0020970118120738606,23.295162611985507,-0.003930979646019048,0.0037449779418221836,-0.0007016318831236697,0.001588023175219627,-0.0006558993987794805,-0.004978115475649419,0.0004535106655310794,0.00026456716091852834,0.006925699999555945,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
80,0.00030317482675830106,-15.521293771573328,2.482882265009413e-05,0.0003638558852744702,-2.2287131357741977e-05,0.0003767239935921245,0.00024073517333343165,0.0007156332609638859,0.00038192927359271997,0.0001685982664784604,0.015440699993632734,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
81,5.6461239223394404e-05,-5.145258377108327,-0.0004036359819055209,-0.00019114947126379648,0.0004086669387692295,0.00019096746751761027,0.00026562505021324255,-0.0001597572948059858,0.00023058186984044188,0.00010790565521077087,0.01541449999785982,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
82,0.0005937370591705745,-23.82723051734585,4.0461686651682004e-05,0.0004197774973082115,3.4257125479171176e-05,0.0005645974583543333,0.0004075093955374142,0.0010803373255933906,0.0005396634488944236,0.00023087966339210494,0.0134698999900138,0.0,0.0,8.038355960238016e-05,0.0,0.0002,0.0001,-0.0003,-0.0001,0.00015
