step,q1,q2,q3,cv,ch,mse,log_mse,mae,log_mae,xopt_runtime,xopt_error,run,best_mae
0,-10.0,10.0,10.0,0.0,0.0,3.5676100651471643e-07,-14.846199989318848,0.0005577479023486376,-7.491603374481201,0.4388957000010123,0.0,0.0,0.0005577479023486376
1,-26.514983269908033,21.970568746496113,6.066900704592527,0.002496870933552546,-0.005752986068450371,4.017829633085057e-05,-10.122183799743652,0.00552279083058238,-5.198872089385986,0.003624099997978192,0.0,0.0,0.0005577479023486376
2,28.19459112971966,19.946558448025307,-17.25965335930343,-0.003818100393514793,-0.0037991458817587943,2.063505962723866e-05,-10.788518905639648,0.004520604852586985,-5.399109363555908,0.007218200000352226,0.0,0.0,0.0005577479023486376
3,-11.745465422427735,1.4853858979342718,-4.0832988814730555,-0.002505250317623497,0.0013422347366685537,9.40530480875168e-06,-11.574236869812012,0.002717008348554373,-5.908224105834961,0.005861900001036702,0.0,0.0,0.0005577479023486376
4,-21.63036836087749,-12.47132108788691,-8.0182894023785,-0.0005271601893955691,0.003422111536716163,0.00012068791693309322,-9.022302627563477,0.008632782846689224,-4.752188205718994,0.009487999999691965,0.0,0.0,0.0005577479023486376
5,-21.63036836087749,-12.47132108788691,-8.0182894023785,-0.0005271601893955691,0.003422111536716163,0.00012068791693309322,-9.022302627563477,0.008632782846689224,-4.752188205718994,0.008556200002203695,0.0,0.0,0.0005577479023486376
6,-21.63036836087749,-12.47132108788691,-8.0182894023785,-0.0005271601893955691,0.0035932171135519713,0.00012068791693309322,-9.022302627563477,0.008632782846689224,-4.752188205718994,0.004221300001518102,0.0,0.0,0.0005577479023486376
7,-21.63036836087749,-12.47132108788691,-8.0182894023785,-0.0005535181988653476,0.003422111536716163,0.00012068791693309322,-9.022302627563477,0.008632782846689224,-4.752188205718994,0.0025887999981932808,0.0,0.0,0.0005577479023486376
8,-22.711886778921365,-12.47132108788691,-8.0182894023785,-0.0005271601893955691,0.003422111536716163,0.0001299671857850626,-8.94822883605957,0.008945483714342117,-4.716606616973877,0.0033689000010781456,0.0,0.0,0.0005577479023486376
9,-21.63036836087749,-13.094887142281255,-8.0182894023785,-0.0005271601893955691,0.003422111536716163,0.0001258772099390626,-8.980203628540039,0.00878848135471344,-4.734313488006592,0.0026213000019197352,0.0,0.0,0.0005577479023486376
10,-21.63036836087749,-12.47132108788691,-8.419203872497425,-0.0005271601893955691,0.003422111536716163,0.00012408543261699378,-8.994540214538574,0.008720764890313148,-4.742048263549805,0.0025634000012360048,0.0,0.0,0.0005577479023486376
11,-20.548849942833616,-12.720747509644646,-8.17865519042607,-0.0005377033931834806,0.0034905537674504855,0.00011499182437546551,-9.070649147033691,0.008416717872023582,-4.777535438537598,0.002604799999971874,0.0,0.0,0.0005577479023486376
12,-20.116242575616067,-12.770632793996192,-8.210728348035584,-0.0005398120339410628,0.00350424221359735,0.00011207830539206043,-9.096312522888184,0.008310534991323948,-4.790231227874756,0.0024969999976747204,0.0,0.0,0.0005577479023486376
13,-21.024718046772925,-11.967479715936275,-8.255630768688906,-0.0005427641310016781,0.0035234060382029614,0.00011357440962456167,-9.083052635192871,0.00838433112949133,-4.78139066696167,0.0024645000012242235,0.0,0.0,0.0005577479023486376
14,-20.782457921131098,-12.38950922155037,-7.78928705704657,-0.0005490057076441217,0.0035639238387976807,0.00011125367018394172,-9.103697776794434,0.008319766260683537,-4.789121150970459,0.0025737000032677315,0.0,0.0,0.0005577479023486376
15,-20.443293745232545,-12.356784475015747,-8.09860058903272,-0.0005577439149435427,0.0033811009520601557,0.00011069505126215518,-9.108731269836426,0.008280090056359768,-4.793901443481445,0.0024878000003809575,0.0,0.0,0.0005577479023486376
16,-20.205878822103557,-12.333877152441513,-8.114662826363563,-0.0005638606600531374,0.0033386777197617935,0.00010875500447582453,-9.126413345336914,0.008209732361137867,-4.802434921264648,0.0024830000002111774,0.0,0.0,0.0005577479023486376
17,-19.873497929722966,-12.301806900837594,-8.13714995862675,-0.0005724241032065698,0.0035188330021142158,0.00010607152944430709,-9.151396751403809,0.008111334405839443,-4.814492702484131,0.002549900000303751,0.0,0.0,0.0005577479023486376
18,-19.52212384349206,-12.267904063427732,-8.1609220698764,-0.00058147688596877,0.003538177295193827,0.000103275895526167,-9.178106307983398,0.008007445372641087,-4.827383518218994,0.0025504999975964893,0.0,0.0,0.0005577479023486376
19,-19.030200122768797,-12.220440091053923,-8.194203025625907,-0.0005572495685781604,0.003565259305505282,9.943265467882156e-05,-9.21603012084961,0.007862226106226444,-4.8456854820251465,0.002473900000040885,0.0,0.0,0.0005577479023486376
20,-18.51016647514706,-12.170263891687327,-8.229385750275387,-0.0005579958425207229,0.003593888859263106,9.545892680762336e-05,-9.256814956665039,0.00770899374037981,-4.865367412567139,0.002569999996921979,0.0,0.0,0.0005577479023486376
21,-18.630029808223007,-12.80539513330498,-7.946363651950097,-0.0005740963210494479,0.003492157932442541,9.872689406620339e-05,-9.223153114318848,0.007836262695491314,-4.848993301391602,0.002645499997015577,0.0,0.0,0.0005577479023486376
22,-18.011318688701607,-12.549719992392728,-8.475538001553842,-0.0005778909897691347,0.003422933769305766,9.592367860022932e-05,-9.251957893371582,0.007704196032136679,-4.865990161895752,0.002405800001724856,0.0,0.0,0.0005577479023486376
23,-17.45709084221571,-12.5817621465612,-8.612788190455296,-0.0005836680461941371,0.0033947357554073836,9.289899753639475e-05,-9.283997535705566,0.00757900346070528,-4.882373332977295,0.0025076999991142657,0.0,0.0,0.0005577479023486376
24,-17.61387334085649,-12.09304816097291,-8.214920647532711,-0.0006046270683734234,0.0034388128112301103,8.84191831573844e-05,-9.33342170715332,0.007433401886373758,-4.901771545410156,0.0027595999999903142,0.0,0.0,0.0005577479023486376
25,-17.113399493904573,-11.95753123436825,-8.215759107432136,-0.0006175900752598954,0.0034257269307566623,8.412702300120145e-05,-9.383182525634766,0.007260762155056,-4.9252705574035645,0.0029071999997540843,0.0,0.0,0.0005577479023486376
26,-16.28724536308941,-12.379265435298286,-8.351424681632164,-0.000602070208344052,0.0036391969894636143,8.177548443200067e-05,-9.41153335571289,0.007148094475269318,-4.940909385681152,0.003366900000401074,0.0,0.0,0.0005577479023486376
27,-15.503518671286585,-12.388343091869643,-8.398777052685883,-0.0006097121180022349,0.0036993008434039786,7.68403842812404e-05,-9.473780632019043,0.006936285644769669,-4.970988750457764,0.0025086999994528014,0.0,0.0,0.0005577479023486376
28,-15.363558272818715,-12.49341413568883,-8.400307431243121,-0.0005957480752418053,0.0035041468333156427,7.650299812667072e-05,-9.478180885314941,0.006920287385582924,-4.973298072814941,0.003151200002321275,0.0,0.0,0.0005577479023486376
29,-14.531845158684042,-12.53851615014105,-8.448184503516465,-0.0005986023130964125,0.0034973407409400062,7.160325185395777e-05,-9.5443696975708,0.006702783517539501,-5.005232334136963,0.004822399998374749,0.0,0.0,0.0005577479023486376
30,-14.61637844827218,-11.849171472546008,-8.81559418979597,-0.0006129310369799132,0.0035522393194659142,7.038324110908434e-05,-9.561554908752441,0.006638546474277973,-5.014862060546875,0.006771599997591693,0.0,0.0,0.0005577479023486376
31,-13.813648176282012,-11.657926740394213,-8.989440297365144,-0.0006206979801660062,0.0035642555968705882,6.530425162054598e-05,-9.636453628540039,0.006399314384907484,-5.0515642166137695,0.005097500001284061,0.0,0.0,0.0005577479023486376
32,-12.85763446180211,-12.279367853646416,-8.836593910306583,-0.0006541123705667513,0.0034386550876883415,6.18649210082367e-05,-9.690557479858398,0.006238497328013182,-5.0770158767700195,0.003971499998442596,0.0,0.0,0.0005577479023486376
33,-11.727128059133118,-12.301188646038234,-8.958035542312823,-0.0006733356761759571,0.0034076083333733883,5.5945820349734277e-05,-9.79112720489502,0.00594325503334403,-5.125498294830322,0.002536699998017866,0.0,0.0,0.0005577479023486376
34,-11.61872498150042,-11.755640198563352,-8.591290410869684,-0.0006643072188860654,0.0036429572227304656,5.177389903110452e-05,-9.868624687194824,0.005742530804127455,-5.159855365753174,0.005963100000371924,0.0,0.0,0.0005577479023486376
35,-10.45105180935736,-11.590415808963783,-8.586990854952562,-0.0006804350534244509,0.0036926015161950817,4.524484393186867e-05,-10.003421783447266,0.00538537697866559,-5.2240681648254395,0.00524319999749423,0.0,0.0,0.0005577479023486376
36,-9.297477255992675,-12.233024940594518,-9.136812192901017,-0.0006555231810861293,0.0037187158815565535,4.3527015805011615e-05,-10.042128562927246,0.005272954236716032,-5.245164394378662,0.004008600000815932,0.0,0.0,0.0005577479023486376
37,-7.734292808410295,-12.288123681839771,-9.321022809994792,-0.0006631098022513761,0.0037773136717165314,3.6846355214947835e-05,-10.20875358581543,0.0048717535100877285,-5.324301242828369,0.004039899999042973,0.0,0.0,0.0005577479023486376
